"gene","log2FoldChange","AveExpr","t","P.Value","padj","B","negLog10P","gene_symbol","sig","direction"
"ENSG00000232629",-2.00599273450017,1.69462471528531,-5.65513037320691,1.28540870346286e-07,4.07270062158539e-05,7.12946991613645,4.39011751310872,"HLA-DQB2",TRUE,"NoEvidence"
"ENSG00000157601",2.0343615738255,7.96436026641827,5.6304536522382,1.43587758202136e-07,4.36480589530579e-05,7.19135521660233,4.36003506478132,"MX1",TRUE,"Definite"
"ENSG00000115107",-1.36691778918566,2.34292877338135,-5.62900192745821,1.44524842444312e-07,4.36480589530579e-05,7.11561478515946,4.36003506478132,"STEAP3",TRUE,"NoEvidence"
"ENSG00000196684",1.83821863533773,5.18102021709243,5.62392814189039,1.47847296785569e-07,4.36480589530579e-05,7.17504499771611,4.36003506478132,"HSH2D",TRUE,"Definite"
"ENSG00000099194",-2.12781285221636,3.79127924164287,-5.6202778254962,1.50283826823526e-07,4.36480589530579e-05,7.15951056336051,4.36003506478132,"SCD",TRUE,"NoEvidence"
"ENSG00000133561",1.95448871804002,2.63483579714876,5.59585028137119,1.67632575647004e-07,4.76931783080588e-05,6.81940129710026,4.32154373490189,"GIMAP6",TRUE,"Definite"
"ENSG00000169245",4.95298612240541,5.12959954717068,5.58261807808553,1.7783483294242e-07,4.7863948693533e-05,6.9428815021137,4.319991475696,"CXCL10",TRUE,"Definite"
"ENSG00000075223",-1.12382734946601,4.13973680220874,-5.58111473426918,1.7903174222263e-07,4.7863948693533e-05,6.99470181197208,4.319991475696,"SEMA3C",TRUE,"NoEvidence"
"ENSG00000132530",1.87697501111453,7.36685855004415,5.58080092404581,1.79282581008975e-07,4.7863948693533e-05,6.97841749228877,4.319991475696,"XAF1",TRUE,"Definite"
"ENSG00000138496",1.39418848982314,6.27866734604237,5.57747040370811,1.81966091439441e-07,4.7863948693533e-05,6.96469791208582,4.319991475696,"PARP9",TRUE,"Definite"
"ENSG00000175073",0.975455659368952,3.81128583733244,5.5637902768676,1.9340756936961e-07,4.91513071528423e-05,6.91222587907607,4.30846492784776,"VCPIP1",TRUE,"Definite"
"ENSG00000068079",1.85460537922985,5.74123910153528,5.56320599806087,1.93911619927288e-07,4.91513071528423e-05,6.91312011679267,4.30846492784776,"IFI35",TRUE,"Definite"
"ENSG00000075391",-1.28401173870885,2.37297829782771,-5.54499119090119,2.10287320534718e-07,5.23502774209733e-05,6.775568087619,4.28108101251277,"RASAL2",TRUE,"NoEvidence"
"ENSG00000164054",0.943739157937019,7.23468073571408,5.52154571395701,2.33371544372853e-07,5.70777666684552e-05,6.72780006948782,4.24353302824382,"SHISA5",TRUE,"Definite"
"ENSG00000168310",0.948477499147806,6.62880398305201,5.50897231816171,2.46755448049232e-07,5.8338509649534e-05,6.67289275457692,4.2340446698192,"IRF2",TRUE,"Definite"
"ENSG00000107201",2.25371825408991,5.09627867964561,5.50884418596341,2.46895636562837e-07,5.8338509649534e-05,6.69330521570901,4.2340446698192,"DDX58",TRUE,"Definite"
"ENSG00000205413",2.02713956902033,5.02992303215876,5.50139961242903,2.5517599719751e-07,5.92901429488413e-05,6.6621895254568,4.22701750256753,"SAMD9",TRUE,"Definite"
"ENSG00000136147",1.27937584704058,6.29845161840202,5.48586474225092,2.73340295177036e-07,6.24694599190664e-05,6.57808219838162,4.20433224873916,"PHF11",TRUE,"Definite"
"ENSG00000116663",1.43075738611848,4.70544823853619,5.46971973527706,2.93558691754584e-07,6.55815362873207e-05,6.53065254360428,4.18321841393547,"FBXO6",TRUE,"Definite"
"ENSG00000163840",1.2837562327023,5.88429991103931,5.46756466558897,2.96365883803257e-07,6.55815362873207e-05,6.50536717103831,4.18321841393547,"DTX3L",TRUE,"Definite"
"ENSG00000204267",1.55329177143146,6.20970296874879,5.45713499114401,3.10327179744137e-07,6.75979877002034e-05,6.46003520425665,4.17006623221969,"TAP2",TRUE,"Definite"
"ENSG00000134028",1.93726817222293,2.56008287334378,5.45137268696816,3.18314661042663e-07,6.79586105984668e-05,6.24319419566958,4.16775550878456,"ADAMDEC1",TRUE,"Definite"
"ENSG00000140464",1.64904671580279,6.12155064913047,5.44760375815664,3.23647482504938e-07,6.79586105984668e-05,6.42193595434729,4.16775550878456,"PML",TRUE,"Definite"
"ENSG00000177409",2.04220861740647,5.94057529844368,5.44553834719835,3.26606908406662e-07,6.79586105984668e-05,6.41810560866678,4.16775550878456,"SAMD9L",TRUE,"Definite"
"ENSG00000135929",-1.81191308825309,4.73402956644639,-5.43462631454111,3.42687224393347e-07,7.0255920518642e-05,6.3768118362679,4.15331707156192,"CYP27A1",TRUE,"NoEvidence"
"ENSG00000163735",-2.47875734078427,4.6971867094621,-5.41970431689232,3.65936661887873e-07,7.39351159909977e-05,6.31894240525289,4.13114924145855,"CXCL5",TRUE,"NoEvidence"
"ENSG00000188820",3.32684287788764,3.90136703981513,5.41511739607762,3.7338854210932e-07,7.40019308086374e-05,6.24866623778243,4.13075694880149,"CALHM6",TRUE,"Definite"
"ENSG00000186318",-1.59061694636115,1.88426132088121,-5.4129967000998,3.76883802267646e-07,7.40019308086374e-05,6.18422886334669,4.13075694880149,"BACE1",TRUE,"NoEvidence"
"ENSG00000010030",2.62714207852202,3.31925177602037,5.39523466403539,4.07443102055577e-07,7.88911706355111e-05,6.12854321987687,4.10297159956429,"ETV7",TRUE,"Definite"
"ENSG00000131471",-1.96715757930609,2.24687659480521,-5.38140903175383,4.32895133266056e-07,8.26711103131794e-05,6.112750665385,4.08264622954715,"AOC3",TRUE,"NoEvidence"
"ENSG00000181963",2.1322833179941,2.16327933125029,5.37755497811927,4.40263088558931e-07,8.29419961837845e-05,5.78158689819905,4.08122551658268,"OR52K2",TRUE,"Definite"
"ENSG00000185338",2.22498938731629,4.61350204741065,5.37043143920655,4.54205637517329e-07,8.44277439017211e-05,6.12183035152484,4.07351481589229,"SOCS1",TRUE,"Definite"
"ENSG00000115414",-1.90447339191415,4.76650502890073,-5.36508219869385,4.64958389145396e-07,8.52892750404732e-05,6.09132013905389,4.06910557708081,"FN1",TRUE,"NoEvidence"
"ENSG00000162654",2.32461418017875,5.27638218978752,5.35241690720641,4.91419518612522e-07,8.89724611555477e-05,6.04389930258872,4.0507443958149,"GBP4",TRUE,"Definite"
"ENSG00000130589",1.42309247309806,6.75498299959683,5.3259904860509,5.51459050077222e-07,9.85627002195712e-05,5.91224384958651,4.00628740710339,"HELZ2",TRUE,"Definite"
"ENSG00000265148",1.18727654397764,4.59008635170565,5.31761514353303,5.71941994748341e-07,9.98707240651791e-05,5.90460978363626,4.0005618014667,"TSPOAP1-AS1",TRUE,"Definite"
"ENSG00000114127",1.2482629925297,6.46512841683978,5.3171484036923,5.73105080353944e-07,9.98707240651791e-05,5.87497948913512,4.0005618014667,"XRN1",TRUE,"Definite"
"ENSG00000135604",0.988375984803959,6.0719192404098,5.30483200876816,6.04645839133562e-07,0.000102883513677626,5.82581129222088,3.98765421214199,"STX11",TRUE,"Definite"
"ENSG00000120217",1.66031644146414,6.11284026383043,5.30463886280731,6.05153727965379e-07,0.000102883513677626,5.82976036709263,3.98765421214199,"CD274",TRUE,"Definite"
"ENSG00000168062",2.61176843354872,4.18967688046124,5.30010928409602,6.17184764024637e-07,0.000103251485030332,5.82265693188617,3.98610369331959,"BATF2",TRUE,"Definite"
"ENSG00000102524",1.5646613113764,6.88832766641945,5.29827214203022,6.22130746901075e-07,0.000103251485030332,5.79744718651317,3.98610369331959,"TNFSF13B",TRUE,"Definite"
"ENSG00000198848",-1.59080701862725,4.52213723153279,-5.28876329668526,6.48356084573011e-07,0.000105866134016356,5.77450561740761,3.97524294604967,"CES1",TRUE,"NoEvidence"
"ENSG00000115461",-1.97512635124597,1.06409724512957,-5.28709306742269,6.53072772785783e-07,0.000105866134016356,5.53946108699025,3.97524294604967,"IGFBP5",TRUE,"NoEvidence"
"ENSG00000126251",2.06089379860372,1.56879535711541,5.25208568773786,7.60012747753727e-07,0.000121785490993502,5.16262220858386,3.91440444862263,"GPR42",TRUE,"Definite"
"ENSG00000070190",1.38303829309157,5.32291798892753,5.24238300529053,7.92562164973282e-07,0.000125558058430597,5.58523407530866,3.90115540864098,"DAPP1",TRUE,"Definite"
"ENSG00000105402",0.926461283824444,7.49120484751253,5.21941903606773,8.75117348961777e-07,0.000137078774852541,5.47767859423503,3.86302978575048,"NAPA",TRUE,"Definite"
"ENSG00000137965",2.7523607448865,6.04456764899275,5.18114065400873,1.03174418605947e-06,0.000159542487294905,5.34088166600323,3.7971236415061,"IFI44",TRUE,"Definite"
"ENSG00000130208",-2.38396005686173,5.64864545763122,-5.1789670991896,1.04141498772228e-06,0.000159542487294905,5.32295431365324,3.7971236415061,"APOC1",TRUE,"NoEvidence"
"ENSG00000155158",-1.19987622520807,2.51306803015299,-5.16218152957717,1.11913736690879e-06,0.000169585804696472,5.25871522707262,3.77061050349443,"TTC39B",TRUE,"NoEvidence"
"ENSG00000055332",1.50739886134596,5.85107186997577,5.15220029501909,1.16800656942575e-06,0.000175087952520047,5.2122029976643,3.75674373589296,"EIF2AK2",TRUE,"Definite"
"ENSG00000263069",1.58150895810403,5.19492168032562,5.14704824539151,1.19403984032189e-06,0.00017708627036093,5.20523574182772,3.75181510870054,"RNF213-AS1",TRUE,"Definite"
"ENSG00000110042",-1.54921655617736,2.23380309596411,-5.12689873796446,1.30139936490543e-06,0.000190532241122263,5.10293189640583,3.72003152415252,"DTX4",TRUE,"NoEvidence"
"ENSG00000111335",2.19485411936588,6.08493782891538,5.12499148067289,1.31203609122281e-06,0.000190532241122263,5.10622995430961,3.72003152415252,"OAS2",TRUE,"Definite"
"ENSG00000088367",-1.86365849071654,2.4807879628091,-5.10490923958576,1.42930713216514e-06,0.000205422378654785,5.03763799580695,3.68735224624566,"EPB41L1",TRUE,"NoEvidence"
"ENSG00000135525",-1.16973352679362,1.96100743472885,-5.0978098167818,1.47316081382697e-06,0.000209564641893488,4.95209311295221,3.67868199041878,"MAP7",TRUE,"NoEvidence"
"ENSG00000138771",-1.59010961238368,2.07451709252786,-5.09008758268171,1.52235090760735e-06,0.000214374686898526,4.95297683315969,3.66882649691446,"SHROOM3",TRUE,"NoEvidence"
"ENSG00000126709",2.08591414187457,7.7753150315849,5.08368999544291,1.5643124054644e-06,0.000218080792445793,4.92924590798745,3.66138258339949,"IFI6",TRUE,"Definite"
"ENSG00000153071",-1.20053493551051,4.98558252384784,-5.07953578358637,1.59216106272759e-06,0.000219765518569162,4.92793032614463,3.65804044780827,"DAB2",TRUE,"NoEvidence"
"ENSG00000175445",-1.97024857316671,2.77124415096259,-5.07190233654927,1.64459841339009e-06,0.000224777906677169,4.91871611698493,3.64824637762131,"LPL",TRUE,"NoEvidence"
"ENSG00000197272",1.97343391601926,3.93512232035608,5.06834201379219,1.66962762426646e-06,0.000225013543573843,4.90782481737023,3.64779134090034,"IL27",TRUE,"Definite"
"ENSG00000138755",2.64639401880489,2.65180322416332,5.06707791083745,1.67860329471915e-06,0.000225013543573843,4.74868123157508,3.64779134090034,"CXCL9",TRUE,"Definite"
"ENSG00000166347",-1.28079902636098,4.06988206755412,-5.05523880401278,1.76498042889913e-06,0.000232507679916069,4.84532153025153,3.63356269744033,"CYB5A",TRUE,"NoEvidence"
"ENSG00000181378",-1.92556386446229,1.33173970609313,-5.05485317169977,1.76786558145781e-06,0.000232507679916069,4.71051953683951,3.63356269744033,"CFAP65",TRUE,"NoEvidence"
"ENSG00000125826",0.985766535305984,6.26178242817773,5.04090481133288,1.87536698903586e-06,0.000240325938756323,4.75297719950538,3.61919935258025,"RBCK1",TRUE,"Definite"
"ENSG00000154642",1.04326580037409,4.05384789643495,5.0408141574566,1.8760860766782e-06,0.000240325938756323,4.79975074764127,3.61919935258025,"C21orf91",TRUE,"Definite"
"ENSG00000151474",-2.1173601363722,3.00917810702259,-5.04044364573204,1.87902785484823e-06,0.000240325938756323,4.79959322723173,3.61919935258025,"FRMD4A",TRUE,"NoEvidence"
"ENSG00000138758",-1.06918996225255,4.44645657895425,-5.03541139774045,1.91943042736008e-06,0.000243261632616608,4.76071292672449,3.61392638287704,"SEPTIN11",TRUE,"NoEvidence"
"ENSG00000105939",1.40606600708439,5.64807972011284,5.02223594610432,2.0292620141873e-06,0.000254864339998064,4.69386902896738,3.5936909257134,"ZC3HAV1",TRUE,"Definite"
"ENSG00000123700",1.62223057528606,5.54188024625552,5.01958590867327,2.05208074152009e-06,0.000255429085870817,4.68746581859787,3.59272965087067,"KCNJ2",TRUE,"Definite"
"ENSG00000221963",1.34644460922759,5.38342217597871,5.00637937362088,2.16957557911191e-06,0.000267664187153975,4.63587334503162,3.57240973251819,"APOL6",TRUE,"Definite"
"ENSG00000183742",-1.34019687077702,3.53260474919686,-4.96048333917903,2.63105935661331e-06,0.000321750863952159,4.48276673808842,3.49248027827237,"MACC1",TRUE,"NoEvidence"
"ENSG00000008130",0.960876377428916,8.50887060101672,4.95480757205654,2.69437676422411e-06,0.000322909079038451,4.42861870531236,3.490919744017,"NADK",TRUE,"Definite"
"ENSG00000163568",1.79437204127397,4.40323600933045,4.95476767292717,2.6948270737688e-06,0.000322909079038451,4.46110624196512,3.490919744017,"AIM2",TRUE,"Definite"
"ENSG00000026751",1.90422350540449,7.03826953477582,4.95342547749084,2.71001809393148e-06,0.000322909079038451,4.4083743858426,3.490919744017,"SLAMF7",TRUE,"Definite"
"ENSG00000196358",1.64322676014835,4.67322179224724,4.95122210910684,2.73513672287633e-06,0.000323140178420499,4.44180175259648,3.49060903956369,"NTNG2",TRUE,"Definite"
"ENSG00000233029",1.66932019227797,3.3207634267951,4.93239312210251,2.95923054703693e-06,0.000346677588707915,4.36382164018602,3.46007423280302,"AC244453.2",TRUE,"Definite"
"ENSG00000111906",-1.33918170767667,2.96944511600039,-4.92940688164472,2.99637430327977e-06,0.000348103784683527,4.36763908533108,3.4582912549167,"HDDC2",TRUE,"NoEvidence"
"ENSG00000130396",-1.17940334171697,4.59716351151412,-4.92736284637577,3.02205962103296e-06,0.000348186224601822,4.33057232475578,3.45818841500432,"AFDN",TRUE,"NoEvidence"
"ENSG00000174944",2.53193718083685,2.81117087968595,4.92281575477214,3.07996867434581e-06,0.000351949535156188,4.2406876297742,3.45351960406277,"P2RY14",TRUE,"Definite"
"ENSG00000259094",-1.59802817955674,2.78258170773088,-4.91319756920905,3.20603755273704e-06,0.000363376987989489,4.30416961692611,3.4396425792449,"AC013457.1",TRUE,"NoEvidence"
"ENSG00000111863",-1.62669459765389,2.88987034196009,-4.89443539589224,3.4665595599768e-06,0.000386829829317592,4.23276835613861,3.41248004387411,"ADTRP",TRUE,"NoEvidence"
"ENSG00000155363",1.34444085555157,5.73422368230239,4.89420655999295,3.46986073938749e-06,0.000386829829317592,4.18521676185903,3.41248004387411,"MOV10",TRUE,"Definite"
"ENSG00000004487",-0.793754415621054,2.99096409217678,-4.89238811233637,3.49620245993951e-06,0.000386829829317592,4.22506907948311,3.41248004387411,"KDM1A",TRUE,"NoEvidence"
"ENSG00000182162",1.19436309572041,2.82935938234348,4.88014264179593,3.67871880618177e-06,0.000403819046275434,4.15089946048607,3.39381320124862,"P2RY8",TRUE,"Definite"
"ENSG00000168421",1.12838906067633,6.89619647521626,4.86409269288446,3.93201300355471e-06,0.00042825151001997,4.05403931044502,3.36830109703219,"RHOH",TRUE,"Definite"
"ENSG00000158517",1.17212139532962,8.76029259288191,4.85542631629323,4.07574650980885e-06,0.000440464977467017,4.04200884909035,3.35608861777974,"NCF1",TRUE,"Definite"
"ENSG00000213928",0.794317321155448,7.8392796341528,4.84182367295346,4.31169906270457e-06,0.000462379974101265,3.97713099044318,3.33500098368279,"IRF9",TRUE,"Definite"
"ENSG00000188290",1.8043156912277,5.63345652647514,4.83594790880211,4.41767620439193e-06,0.000470128427217007,3.9692194813961,3.32778348756899,"HES4",TRUE,"Definite"
"ENSG00000161055",-2.98202418014462,5.40209810502515,-4.81795890132486,4.75810090103201e-06,0.000499455262306468,3.89757538274987,3.30150340674446,"SCGB3A1",TRUE,"NoEvidence"
"ENSG00000132256",1.37496485873971,4.59323453729372,4.81761220973716,4.7649056657887e-06,0.000499455262306468,3.92516026617312,3.30150340674446,"TRIM5",TRUE,"Definite"
"ENSG00000134668",-1.46381331931062,1.94041836101101,-4.80944249303399,4.92802131825965e-06,0.000511996821659415,3.87689341285804,3.29073273500085,"SPOCD1",TRUE,"NoEvidence"
"ENSG00000147872",-1.41508424472842,6.77034212754378,-4.80796928331671,4.95800666552048e-06,0.000511996821659415,3.84586207420932,3.29073273500085,"PLIN2",TRUE,"NoEvidence"
"ENSG00000183486",1.37489073617796,8.07854588867747,4.79794817333728,5.16672583699195e-06,0.000529520541314261,3.80794394319081,3.27611718795234,"MX2",TRUE,"Definite"
"ENSG00000176542",0.772327031625823,3.48343536432497,4.79621559353977,5.20366646295487e-06,0.000529520541314261,3.85890126684735,3.27611718795234,"USF3",TRUE,"Definite"
"ENSG00000088992",1.72875185684805,3.4206884735044,4.785517275896,5.43751117257735e-06,0.000549306835194934,3.81446569381895,3.26018499688439,"TESC",TRUE,"Definite"
"ENSG00000197536",1.27244015607729,5.86502708730463,4.78136979519644,5.5308838524266e-06,0.000554719797026469,3.74318740784142,3.25592633459722,"IRF1-AS1",TRUE,"Definite"
"ENSG00000125384",1.11314783196598,5.12751261511115,4.75429501032725,6.1797895651507e-06,0.00061106108579279,3.65994381618032,3.21391537257796,"PTGER2",TRUE,"Definite"
"ENSG00000286162",1.64052706457016,3.29864891501311,4.75427467527243,6.18030364369725e-06,0.00061106108579279,3.6951932621151,3.21391537257796,"AL162253.2",TRUE,"Definite"
"ENSG00000150347",0.847311564477633,4.9958888795343,4.75138172653411,6.2538629014357e-06,0.000613307354482677,3.6477817636374,3.21232182743367,"ARID5B",TRUE,"Definite"
"ENSG00000133101",1.76151680198191,2.13567365386972,4.74993337270564,6.29100865727156e-06,0.000613307354482677,3.51820143863162,3.21232182743367,"CCNA1",TRUE,"Definite"
"ENSG00000140511",1.9325857678334,2.79669391081778,4.74298744158015,6.47214493395119e-06,0.000626584531418149,3.61657428667734,3.2030203308119,"HAPLN3",TRUE,"Definite"
"ENSG00000134326",2.73580984897153,5.26595903595356,4.73616406581178,6.65500570655725e-06,0.00063984437624217,3.61414894606963,3.19392564282526,"CMPK2",TRUE,"Definite"
"ENSG00000237181",1.65931932256055,3.36805675707704,4.73221971402994,6.76298608488045e-06,0.000645772527461085,3.61176637353305,3.18992043473824,"AC147651.4",TRUE,"Definite"
"ENSG00000067082",0.798978438903278,8.75944285956666,4.72847205777074,6.86715465769339e-06,0.000651258524373494,3.55396209231947,3.18624657914095,"KLF6",TRUE,"Definite"
"ENSG00000128335",1.19453459974788,6.36372012381494,4.70955950332752,7.41703408725162e-06,0.000696810627905532,3.45700233286528,3.15688523399705,"APOL2",TRUE,"Definite"
"ENSG00000272821",1.40062865221916,4.83717560307654,4.70722223562226,7.48788384359004e-06,0.000696810627905532,3.49351808467219,3.15688523399705,"U62317.2",TRUE,"Definite"
"ENSG00000152778",2.07797030962021,4.2557620453897,4.70669986880834,7.5038078507589e-06,0.000696810627905532,3.52063129090217,3.15688523399705,"IFIT5",TRUE,"Definite"
"ENSG00000026950",1.31240741751076,4.64535469559516,4.70527512513222,7.54740727449504e-06,0.000696810627905532,3.49095557242674,3.15688523399705,"BTN3A1",TRUE,"Definite"
"ENSG00000136816",1.23217704809153,5.6476138591539,4.69501857473677,7.86860154919387e-06,0.000719889620940267,3.4213751850005,3.14273408786236,"TOR1B",TRUE,"Definite"
"ENSG00000136960",1.54170322383183,3.74216140205354,4.69401721445824,7.90066078501261e-06,0.000719889620940267,3.47487734802863,3.14273408786236,"ENPP2",TRUE,"Definite"
"ENSG00000133142",-1.18321737562239,3.06689688805312,-4.67459644610522,8.54805708034615e-06,0.000770477421408885,3.40112088410462,3.11324008361812,"TCEAL4",TRUE,"NoEvidence"
